gene,f_score,p_value
226429_at,9.476737583804043,1.00505473962085e-06
230431_at,9.47606125967974,1.0060468849757208e-06
224884_at,9.475309959766106,1.0071501809257136e-06
203043_at,9.475262402661855,1.007220060539293e-06
1570272_at,9.475221188975025,1.0072806232149365e-06
208956_x_at,9.474859723059344,1.0078119481569887e-06
203222_s_at,9.474149631136347,1.0088565514950633e-06
1553188_s_at,9.473821318289012,1.0093398973843529e-06
209521_s_at,9.472997501596378,1.0105537629820738e-06
209957_s_at,9.472639293724976,1.0110820312936505e-06
234736_at,9.472156122349855,1.0117950332641615e-06
1559144_x_at,9.471553876540435,1.0126844632377877e-06
1556670_at,9.471538454331991,1.0127072500100053e-06
219293_s_at,9.470638017834574,1.014038572824892e-06
1560271_at,9.47038709395096,1.0144098872910646e-06
200705_s_at,9.469698732442856,1.0154292247840312e-06
204210_s_at,9.469129615220186,1.016272767019868e-06
207618_s_at,9.46830635340284,1.017494257517927e-06
212139_at,9.46694010654104,1.0195246699491395e-06
225615_at,9.465595388660878,1.0215270965723962e-06
212429_s_at,9.465364294935998,1.021871620534943e-06
204302_s_at,9.46324008056845,1.0250440063205426e-06
230503_at,9.463018948061267,1.0253748273256698e-06
228455_at,9.462198334017877,1.0266034370037544e-06
217250_s_at,9.460911631812921,1.028532869910181e-06
1568656_at,9.46006441984484,1.0298052850958971e-06
225075_at,9.45998203708919,1.029929099601772e-06
211919_s_at,9.4599103330314,1.0300368771805535e-06
234113_at,9.459066746154408,1.031305721747262e-06
201920_at,9.459010577731465,1.0313902612553594e-06
210447_at,9.458670836861616,1.0319017574531473e-06
216135_at,9.457081297893247,1.0342983013084855e-06
207766_at,9.45696210850959,1.0344782299722605e-06
1567081_x_at,9.456360580511069,1.0353867825593621e-06
1560525_at,9.456267769393522,1.0355270371774384e-06
229913_at,9.455383106409135,1.0368648918327882e-06
244598_at,9.45531239803135,1.036971897974491e-06
223100_s_at,9.454618068901055,1.0380232518120206e-06
213610_s_at,9.453390756148222,1.0398842925833746e-06
240300_at,9.453159889344173,1.0402347460292506e-06
217008_s_at,9.453062847545489,1.040382090207428e-06
1556451_at,9.453036868069484,1.0404215399375133e-06
211964_at,9.452981099454256,1.0405062294750655e-06
220709_at,9.451805607683271,1.0422929430920836e-06
221859_at,9.450981011212226,1.0435481609278556e-06
218547_at,9.450374307622246,1.044472675655476e-06
236004_at,9.450218034044436,1.04471094481772e-06
218366_x_at,9.449306669415328,1.0461015932644308e-06
220482_s_at,9.448148384193715,1.0478717242213448e-06
213760_s_at,9.447795707993118,1.0484112985085466e-06
223054_at,9.44772324523617,1.0485221972146948e-06
209457_at,9.447573444282723,1.048751493799883e-06
218568_at,9.447428819667927,1.048972915297311e-06
1563800_at,9.446796307803437,1.0499418529862766e-06
232182_at,9.446680737286632,1.050118992102058e-06
226000_at,9.446584927924084,1.0502658655385068e-06
208424_s_at,9.44606279992982,1.0510666410033693e-06
218367_x_at,9.445210864462625,1.052374562895205e-06
219949_at,9.4450292252682,1.052653635116931e-06
211021_s_at,9.445008430849343,1.052685588647195e-06
209201_x_at,9.44444314684597,1.053554603109496e-06
202846_s_at,9.444401557537331,1.053618567300758e-06
222107_x_at,9.443098007005291,1.0556254185815726e-06
228501_at,9.442803089104954,1.0560799896573036e-06
218980_at,9.442563868693215,1.0564488572134765e-06
218168_s_at,9.442241139654598,1.0569466983344247e-06
1559762_at,9.441592318716125,1.0579482875724003e-06
219271_at,9.441319846855077,1.058369190896233e-06
209525_at,9.441239489581122,1.0584933559036989e-06
1569472_s_at,9.440100705056144,1.0602545500157441e-06
209991_x_at,9.439919443128264,1.0605351555426074e-06
218447_at,9.43957271285792,1.0610721267311989e-06
222499_at,9.43887898481433,1.0621473104999022e-06
230933_at,9.438248022115152,1.063126175144932e-06
209106_at,9.437996714934185,1.0635163032554512e-06
207291_at,9.436136603401499,1.0664084458758286e-06
213766_x_at,9.435999365172883,1.066622142319516e-06
207234_at,9.435804062494753,1.0669263269128568e-06
212617_at,9.43575756854339,1.066998754354339e-06
230005_at,9.435257754533763,1.0677776703375147e-06
227852_at,9.435088082481347,1.0680422202114106e-06
218610_s_at,9.434731354790756,1.0685986407753278e-06
228664_at,9.434717758730061,1.0686198535951073e-06
202967_at,9.434624271760592,1.0687657252094326e-06
229759_s_at,9.432511718864388,1.0720674141655948e-06
203379_at,9.432015417049465,1.0728445776006255e-06
1563074_at,9.43184786363422,1.0731070798563102e-06
1559503_a_at,9.43125176419826,1.0740415034801568e-06
203486_s_at,9.430709854856612,1.0748916961041084e-06
1555760_a_at,9.430491197252934,1.0752349374632841e-06
200776_s_at,9.430088244876226,1.0758677695012347e-06
228758_at,9.429921110473803,1.0761303628578775e-06
215367_at,9.429670583463555,1.0765241002141496e-06
223874_at,9.429616871580103,1.076608534763095e-06
240727_s_at,9.429543022045756,1.0767246364552033e-06
217902_s_at,9.428757081255197,1.0779610304010978e-06
223493_at,9.428219899290806,1.078806919715498e-06
1567997_x_at,9.427567071106491,1.0798358201346657e-06
219762_s_at,9.427541714764352,1.0798758034612112e-06
230621_at,9.427113238413375,1.0805516763008573e-06
238940_at,9.425298052054517,1.083419684218358e-06
213347_x_at,9.425183480737987,1.083600966317257e-06
222856_at,9.424900510133929,1.0840488322941824e-06
235785_at,9.42444257369449,1.0847740192970382e-06
209245_s_at,9.423674648819246,1.085991206656186e-06
209031_at,9.423598859888003,1.086111409722885e-06
1552790_a_at,9.420593845154581,1.0908883150447319e-06
204207_s_at,9.420092551428537,1.0916872632043163e-06
232991_at,9.418627694885435,1.0940253104734287e-06
211628_x_at,9.417329055289402,1.0961023025026885e-06
1553528_a_at,9.417140129559082,1.0964047954499282e-06
229942_at,9.416387975242767,1.097609924432386e-06
232372_at,9.414565505619503,1.1005355204177727e-06
232149_s_at,9.414249142476605,1.10104417989555e-06
1561432_at,9.414173732833515,1.101165461251242e-06
225856_at,9.413912718576622,1.101585355092433e-06
1556499_s_at,9.413146571941088,1.1028187929967558e-06
206713_at,9.413090958915815,1.1029083801997875e-06
213954_at,9.411181109867293,1.1059894411866107e-06
1555875_at,9.410824461034101,1.1065657699923918e-06
236836_at,9.410447927871619,1.1071745612196324e-06
224494_x_at,9.407665416950538,1.1116839494237206e-06
225384_at,9.407344430862068,1.1122053411265799e-06
235016_at,9.407007604068042,1.1127527299961227e-06
225642_at,9.406271018648692,1.1139507317935766e-06
218597_s_at,9.405433081397623,1.1153151638912229e-06
240479_at,9.404757376361905,1.1164166628378281e-06
235174_s_at,9.404457844410512,1.1169052966698993e-06
1553801_a_at,9.404282616778966,1.1171912502675115e-06
1557345_at,9.404062217270484,1.1175510250841563e-06
205905_s_at,9.403563950256965,1.1183648168325305e-06
212105_s_at,9.403525293577063,1.1184279777265625e-06
227930_at,9.402904088229509,1.1194434568933365e-06
218204_s_at,9.402749736974073,1.119695918459897e-06
208828_at,9.402644173242326,1.1198686149002414e-06
229573_at,9.4014595974812,1.1218083670700064e-06
230717_at,9.401205385660063,1.1222250844141383e-06
210075_at,9.399386610440999,1.1252110950143913e-06
230812_at,9.399327097006188,1.1253089382888747e-06
211423_s_at,9.398026602585759,1.127449174492912e-06
212515_s_at,9.39734887291436,1.1285661549776521e-06
231096_at,9.395936904609096,1.1308968522341515e-06
227110_at,9.395517192466516,1.1315905993870047e-06
1560002_at,9.395179634724258,1.1321488654087438e-06
238838_at,9.395102904254486,1.1322758041419647e-06
206042_x_at,9.39432253557709,1.1335676232294085e-06
225582_at,9.394292158765506,1.1336179390629913e-06
1552257_a_at,9.393723746609508,1.1345598684717628e-06
241743_at,9.391385999744694,1.138442149701102e-06
202177_at,9.391014028915166,1.1390611193442703e-06
216902_s_at,9.390089441073192,1.1406011363764204e-06
227933_at,9.387595780449393,1.1447651670250216e-06
213557_at,9.387285052025002,1.1452851139071634e-06
233379_at,9.386700276127243,1.1462642778187105e-06
1554076_s_at,9.384577481146357,1.1498258744002813e-06
228489_at,9.38451475612821,1.1499312839650999e-06
231202_at,9.383601737767972,1.151466722776664e-06
240136_at,9.38346105020611,1.1517035041256554e-06
207614_s_at,9.383259128937071,1.1520434298415465e-06
1553418_a_at,9.383024777624158,1.1524380775898048e-06
231714_s_at,9.382238754990855,1.153762740623537e-06
231857_s_at,9.381760014993796,1.1545703042606536e-06
231582_at,9.380930483448992,1.1559709575810094e-06
208845_at,9.380779545966115,1.1562259986437153e-06
223309_x_at,9.380213854137917,1.157182362968319e-06
239877_at,9.379963997074599,1.1576050289918878e-06
238484_s_at,9.378562663046372,1.1599784699292894e-06
1558931_at,9.37731552605424,1.1620948935423561e-06
219666_at,9.377186145703396,1.1623146792093068e-06
200748_s_at,9.37667461424824,1.1631840589320023e-06
222647_at,9.376009986484592,1.1643146196469333e-06
201435_s_at,9.37533843300422,1.1654580921467062e-06
200049_at,9.374943032659937,1.1661318832648918e-06
1569954_at,9.374172186462317,1.1674465965682889e-06
213646_x_at,9.37181986431435,1.1714678806535834e-06
1555808_a_at,9.370645095971971,1.1734813934820967e-06
242103_at,9.370094452443698,1.1744263843234507e-06
217230_at,9.368316316570155,1.1774832132108849e-06
221841_s_at,9.367316633344295,1.1792053274584983e-06
223119_s_at,9.365883302728728,1.1816789221915004e-06
223344_s_at,9.365874438842903,1.1816942355386365e-06
219294_at,9.364469916255132,1.184123246127361e-06
1562098_at,9.363804232498385,1.1852762598788169e-06
225375_at,9.363432096838604,1.1859213221416677e-06
1559971_at,9.363414545188858,1.1859517550625125e-06
203995_at,9.363153590487098,1.1864043194841171e-06
201718_s_at,9.360769344436097,1.1905473437376875e-06
209797_at,9.359669062737542,1.1924642065449473e-06
1569396_at,9.359179242860879,1.1933185549836137e-06
211666_x_at,9.358512580466424,1.1944823503596225e-06
1558401_at,9.357440285941788,1.1963566723882404e-06
239210_at,9.357096026178274,1.1969590544886119e-06
228066_at,9.356431434891265,1.198122818719915e-06
227166_at,9.356381491026873,1.1982103216026268e-06
236476_at,9.355534225637467,1.1996957384912795e-06
236283_x_at,9.355209270811551,1.2002659408125603e-06
214692_s_at,9.354978182937181,1.2006716006715947e-06
1555163_at,9.354508852357782,1.2014959078382172e-06
1556371_at,9.35407217652898,1.202263376869195e-06
220272_at,9.35378884957129,1.2027615969688178e-06
238535_at,9.353450694263026,1.2033565045522288e-06
233895_at,9.352176760900049,1.2056003799032488e-06
210137_s_at,9.352116536769975,1.2057065621066671e-06
223835_x_at,9.349477392891222,1.2103689998493057e-06
206905_s_at,9.345937312251476,1.2166517755694774e-06
202793_at,9.343724746057022,1.2205953079936146e-06
226766_at,9.34322996300884,1.2214789471565044e-06
234140_s_at,9.343159307996949,1.2216051836902081e-06
206214_at,9.343142693367028,1.2216348703162403e-06
215424_s_at,9.34306452384694,1.2217745515673234e-06
218402_s_at,9.342992642325108,1.221903011064865e-06
1569003_at,9.342331773776227,1.2230846909742636e-06
38703_at,9.341214574990378,1.2250849555033304e-06
223864_at,9.340988088055315,1.2254908680603393e-06
236568_at,9.340391700674076,1.2265603725093225e-06
235353_at,9.339826084410536,1.2275755687005397e-06
209519_at,9.338129816119631,1.2306252232242274e-06
227809_at,9.338030047631799,1.2308048319264192e-06
222110_at,9.337740366768818,1.2313264818251939e-06
207170_s_at,9.337311345572013,1.2320994638097058e-06
211027_s_at,9.33677477371854,1.2330669154562749e-06
224571_at,9.335190924734777,1.2359271237374977e-06
224394_at,9.335174430611849,1.2359569451401025e-06
204133_at,9.334096808914245,1.2379068676160634e-06
221227_x_at,9.333410471844724,1.239150397336586e-06
216744_at,9.332208617764204,1.2413310084043506e-06
224907_s_at,9.331885280581018,1.2419183259283771e-06
212555_at,9.331742550627887,1.2421776736497926e-06
222776_at,9.331694388896846,1.2422651983922105e-06
202023_at,9.331622473580724,1.2423959023671425e-06
225439_at,9.331378255724918,1.2428398651538962e-06
1560556_a_at,9.331090434847898,1.2433633000729199e-06
232905_at,9.32956617159494,1.2461390716129092e-06
228613_at,9.329335079078811,1.2465604522043475e-06
223433_at,9.329270381828497,1.2466784488538459e-06
235895_at,9.328651514057697,1.2478077291679526e-06
203907_s_at,9.328435617629548,1.2482019304458773e-06
209410_s_at,9.3283266288508,1.2484009789552265e-06
201230_s_at,9.326925800445752,1.2509622063962362e-06
220295_x_at,9.326858108483787,1.2510861068589443e-06
240041_at,9.32553536470981,1.253509697088287e-06
224497_x_at,9.325198811054829,1.254127104494166e-06
234605_at,9.324986409423108,1.2545169136879882e-06
1564567_at,9.324854450664963,1.2547591522600852e-06
1558760_at,9.32476811751577,1.2549176608962809e-06
219302_s_at,9.32301331856804,1.258143892233217e-06
215422_at,9.322942300976493,1.2582746362145886e-06
1556468_at,9.322627835603658,1.2588537350512835e-06
203657_s_at,9.322365218353095,1.2593375606948921e-06
219397_at,9.322288133503202,1.2594796116038862e-06
1556346_at,9.322217881515558,1.2596090851469285e-06
201896_s_at,9.321925375079797,1.2601483158645526e-06
1556511_a_at,9.321900925305881,1.2601933992038731e-06
210845_s_at,9.320127732044412,1.2634673800153947e-06
208661_s_at,9.319928466839707,1.2638358366594393e-06
227377_at,9.319875674290468,1.2639334723719533e-06
204987_at,9.318576663081958,1.2663383015029501e-06
233841_s_at,9.317256937767715,1.2687862256192539e-06
230235_at,9.316643857335619,1.2699250429404815e-06
212211_at,9.315724162480489,1.2716353491212666e-06
239283_at,9.315695549656139,1.2716885962404275e-06
237745_at,9.315394190752485,1.2722495481812632e-06
232590_at,9.312260914296012,1.2780967295006585e-06
224009_x_at,9.312066864549655,1.2784597505786023e-06
234726_s_at,9.311971287905752,1.2786385902205216e-06
224603_at,9.310973546190143,1.2805070433713252e-06
215822_x_at,9.310604542008827,1.2811987714522006e-06
204009_s_at,9.310357441624493,1.2816621926708376e-06
223682_s_at,9.309945533161981,1.2824350786107078e-06
218348_s_at,9.309925035479464,1.2824735518433468e-06
220329_s_at,9.309109043142,1.2840060831949695e-06
243071_at,9.308954383611901,1.28429676141594e-06
226459_at,9.30865091965628,1.2848673071194753e-06
219580_s_at,9.308315387072517,1.2854984443261309e-06
218180_s_at,9.307939310671612,1.2862062178367733e-06
205746_s_at,9.307687709237166,1.2866799506276622e-06
209708_at,9.307330644094641,1.2873525613496354e-06
211679_x_at,9.30730175707289,1.2874069919811553e-06
204977_at,9.306835969744983,1.2882849779424678e-06
209334_s_at,9.30661192197073,1.288707512917996e-06
218666_s_at,9.305753813666476,1.2903271310506613e-06
201282_at,9.304664871224745,1.2923854015641604e-06
225057_at,9.304484184578484,1.2927272490473163e-06
1563854_s_at,9.304395463509039,1.292895137123588e-06
223820_at,9.303933864070219,1.2937689844913976e-06
236642_at,9.303867242337809,1.2938951545559344e-06
216192_at,9.30259121875725,1.2963141304538085e-06
201879_at,9.302485666590453,1.2965144322498631e-06
212521_s_at,9.302323563790969,1.2968221088025444e-06
229844_at,9.300008962882462,1.3012233768561928e-06
217266_at,9.298765330486082,1.303594420248023e-06
201471_s_at,9.298765221977817,1.303594627314981e-06
214626_s_at,9.297528002465597,1.3059577881778372e-06
206752_s_at,9.296006477087925,1.3088699416375528e-06
240397_x_at,9.295980498430364,1.3089197210857478e-06
217486_s_at,9.295910799583519,1.3090532851978283e-06
221336_at,9.295369008983728,1.310091991130903e-06
201588_at,9.294957237969756,1.3108819855728408e-06
200862_at,9.294561261816721,1.311642132345864e-06
1552937_s_at,9.294127576664259,1.312475180679855e-06
233027_at,9.293931673612326,1.312851658698125e-06
203820_s_at,9.292890094461224,1.3148551585839342e-06
235607_at,9.291714637434769,1.3171198962707787e-06
1554099_a_at,9.291500450168076,1.3175329935644395e-06
213101_s_at,9.291075983719976,1.3183520386067308e-06
244415_at,9.289586020862798,1.321231137573009e-06
219663_s_at,9.289484678563477,1.3214271954946213e-06
239966_at,9.289184520781047,1.3220080569803115e-06
232907_at,9.289133631834769,1.3221065622593925e-06
215919_s_at,9.288425445788546,1.323478163737548e-06
230831_at,9.287523730049053,1.325226676577066e-06
232833_at,9.28637777775512,1.3274521650162753e-06
218934_s_at,9.285121048070692,1.3298971414234333e-06
218842_at,9.284325274701082,1.331447682787117e-06
203612_at,9.28309962444181,1.3338394105538273e-06
1552399_a_at,9.282557645813963,1.3348984124593903e-06
209699_x_at,9.279389035551683,1.3411068054810895e-06
202970_at,9.278624576614236,1.342609017672575e-06
201164_s_at,9.278474811079821,1.3429035164672047e-06
202080_s_at,9.27820343850927,1.3434373099588132e-06
205082_s_at,9.277763610398836,1.344302914347759e-06
203430_at,9.277515734586006,1.3447909956614343e-06
203872_at,9.277039455267841,1.345729320197401e-06
231610_at,9.276935028176814,1.3459351421140722e-06
209075_s_at,9.27575592970062,1.3482613156620897e-06
237185_at,9.275348120493065,1.3490668059488278e-06
239088_at,9.275121157858322,1.3495153056555689e-06
226295_at,9.274544469860157,1.3506555755570437e-06
242775_at,9.274470471725413,1.350801960753756e-06
202159_at,9.274105336401805,1.3515245171225527e-06
1568902_at,9.273933705096756,1.3518642889254582e-06
210148_at,9.273884096801593,1.351962512654098e-06
237081_at,9.273110680872023,1.3534948007824933e-06
223134_at,9.272892982094028,1.3539264218577537e-06
237036_at,9.272691214109768,1.354326582216988e-06
211086_x_at,9.271726983854455,1.3562405662190989e-06
203303_at,9.271008327186356,1.3576688721948295e-06
230139_at,9.269888455597574,1.3598976176578185e-06
239217_x_at,9.269549184497585,1.360573559370114e-06
221673_s_at,9.269371347119003,1.3609280069825823e-06
222154_s_at,9.26893967214767,1.3617887674032093e-06
227328_at,9.268111081656928,1.3634425236264928e-06
226239_at,9.26779016006953,1.364083586869447e-06
236543_at,9.267735030328557,1.364193743101641e-06
209225_x_at,9.266907642732003,1.3658480517590832e-06
227988_s_at,9.266018207024723,1.3676286885741663e-06
210815_s_at,9.26540836709945,1.3688509378075597e-06
212739_s_at,9.265351897988273,1.3689641699125224e-06
203813_s_at,9.264882444380445,1.3699058877627977e-06
209803_s_at,9.264846015076376,1.3699789919098313e-06
238593_at,9.264812235453876,1.3700467823660907e-06
224358_s_at,9.263139901430469,1.3734071494702874e-06
236945_at,9.261108040756834,1.3775011834311452e-06
244872_at,9.26081535122047,1.3780919470081719e-06
203629_s_at,9.260244425079007,1.3792450412026413e-06
1564964_at,9.258113924895317,1.3835566291813837e-06
224660_at,9.257088989629558,1.3856356985179998e-06
1557744_at,9.256820515662477,1.3861808178117681e-06
218493_at,9.255460427778138,1.388945729871726e-06
236127_at,9.254443606523086,1.3910164674051581e-06
1555062_s_at,9.25427360708572,1.3913629731373756e-06
216309_x_at,9.253352970094493,1.3932410049091081e-06
207577_at,9.253062452080101,1.3938341732222423e-06
208857_s_at,9.253054203652669,1.3938510182733516e-06
204377_s_at,9.252497091498217,1.3949892378628545e-06
228623_at,9.252294983633305,1.3954023912805522e-06
212755_at,9.250536307937548,1.399002752375314e-06
205687_at,9.250208831888784,1.3996742000633385e-06
214992_s_at,9.249916859451542,1.400273127453677e-06
239882_at,9.24957964116138,1.4009651914621815e-06
225919_s_at,9.249457468066714,1.4012160095192335e-06
1553102_a_at,9.249153440632991,1.4018403671001755e-06
230054_at,9.24901681754597,1.4021210311278612e-06
1557121_s_at,9.248840358593318,1.4024836139970667e-06
201700_at,9.248442852834339,1.403300745655654e-06
221794_at,9.247691572835144,1.404846429899159e-06
214967_at,9.24764705617968,1.4049380726242651e-06
208974_x_at,9.246906080493744,1.4064643471752555e-06
220977_x_at,9.245968601699477,1.4083977896532067e-06
243897_at,9.24588387844941,1.4085726542566087e-06
1560342_at,9.245803055444885,1.4087394894461225e-06
207809_s_at,9.24533884002269,1.4096981126765912e-06
214870_x_at,9.244959953363685,1.4104810184471843e-06
226659_at,9.244958496189527,1.410484030303507e-06
218819_at,9.244773248233564,1.410866975306635e-06
203948_s_at,9.243049645978719,1.4144350631672854e-06
1559355_at,9.242481597345915,1.4156130019138157e-06
229363_at,9.242069664061205,1.416467832415605e-06
217894_at,9.2417719249163,1.41708601655245e-06
212828_at,9.24113258995031,1.4184143665032566e-06
212696_s_at,9.2410878758184,1.418507316499012e-06
214937_x_at,9.239810251740108,1.4211658005278437e-06
236246_x_at,9.238783478763882,1.423305970865405e-06
218817_at,9.236698975595438,1.4276608864657424e-06
219731_at,9.236024205928016,1.429073496374763e-06
221652_s_at,9.235761059331004,1.4296247695446574e-06
1555561_a_at,9.235466180319028,1.4302427758266287e-06
222981_s_at,9.235022716365512,1.4311726954802265e-06
225813_at,9.233365982316544,1.4346521983407466e-06
1557362_at,9.232399303816708,1.4366863920499276e-06
237687_at,9.23234833186516,1.436793734034112e-06
228747_at,9.231970150999322,1.4375904000629908e-06
219490_s_at,9.231854190369733,1.4378347693640933e-06
1557749_at,9.231629218067768,1.4383089841305469e-06
229949_at,9.231526369286202,1.4385258298633371e-06
230433_at,9.23121933487189,1.4391733763648233e-06
244143_at,9.231095704894566,1.4394341997726433e-06
222808_at,9.230125384323937,1.4414829584854607e-06
235452_at,9.229713185816507,1.4423541783715118e-06
1569713_at,9.227409309772595,1.4472334674723715e-06
206728_at,9.227244426678629,1.4475833074949997e-06
204946_s_at,9.226457196987907,1.4492547902473029e-06
228570_at,9.22618511740672,1.44983293685473e-06
227423_at,9.225442549699379,1.4514120212004091e-06
1556800_a_at,9.225239101102696,1.4518449625194428e-06
213314_at,9.225161790442879,1.4520095149344963e-06
232839_at,9.224942856987637,1.4524756079046517e-06
226632_at,9.224879609072442,1.4526102862085619e-06
226841_at,9.224740788411284,1.4529059313188113e-06
206216_at,9.224422555660997,1.4535838988084612e-06
1554512_a_at,9.223332534302987,1.455908525494383e-06
233385_x_at,9.223309830984883,1.455956983592235e-06
221234_s_at,9.222969399354664,1.4566837988789198e-06
1556645_s_at,9.222888494048119,1.456856584277303e-06
228402_at,9.222618449452042,1.457433455282674e-06
208373_s_at,9.221887847876387,1.4589953313429488e-06
222913_at,9.22092440948119,1.461057557507388e-06
1555960_at,9.220529173022356,1.4619044095083745e-06
230824_at,9.220173337243065,1.4626672651699645e-06
224846_at,9.220169373951602,1.462675764110924e-06
242507_at,9.217466371894972,1.4684837902491004e-06
1562326_at,9.2165811727307,1.4703909201308808e-06
1555136_at,9.216176404960487,1.4712638136232008e-06
227651_at,9.215969602297264,1.4717099922047605e-06
235026_at,9.215617413255512,1.4724701587273e-06
209313_at,9.21477376412643,1.4742927131894022e-06
236752_at,9.214373908194263,1.4751573292161948e-06
207028_at,9.214282244590676,1.4753556075248228e-06
235200_at,9.212824375465468,1.4785127685489663e-06
225204_at,9.212372447444174,1.479492852857304e-06
215170_s_at,9.211732841149491,1.4808810751300769e-06
217820_s_at,9.211037015910511,1.482392815617638e-06
1563454_at,9.210796165224549,1.4829164487216837e-06
1559006_at,9.210640338911325,1.4832553303024238e-06
211100_x_at,9.209930642125464,1.4847997283157877e-06
202867_s_at,9.208173269972646,1.488631027803228e-06
204938_s_at,9.207810175067742,1.4894238694595797e-06
230198_at,9.207137781498442,1.4908932149472566e-06
207996_s_at,9.206523774714423,1.4922362536959091e-06
223602_at,9.206481426144762,1.4923289293910913e-06
1560142_at,9.205680627840692,1.4940824960821334e-06
244467_at,9.205057023354508,1.4954494941487001e-06
1554319_at,9.204669824209066,1.4962989076434e-06
225250_at,9.203708136609034,1.4984107135378796e-06
203364_s_at,9.203074483405164,1.4998038263886324e-06
234279_at,9.202615828026804,1.500813017834828e-06
227987_at,9.201972543191122,1.5022296135312334e-06
236002_at,9.201840572024054,1.5025203983795829e-06
212184_s_at,9.20157475885646,1.503106263375227e-06
238849_at,9.200203585783163,1.5061320728083186e-06
222980_at,9.200084876465418,1.5063943223502e-06
244275_at,9.197627433678377,1.5118336446842054e-06
229162_s_at,9.196760506076583,1.5137572530168139e-06
1555183_at,9.196670420511312,1.5139572842426496e-06
219422_at,9.196565710166169,1.5141898228325914e-06
208760_at,9.196121566190886,1.5151765709961766e-06
211259_s_at,9.19575306449952,1.5159957602653626e-06
232819_s_at,9.195411870949698,1.516754642844117e-06
215882_at,9.193960648886495,1.5199867526118458e-06
1564559_at,9.193557543819713,1.520885771411469e-06
204612_at,9.192441911595743,1.5233767023883615e-06
228175_at,9.192379046257232,1.5235171880973192e-06
239186_at,9.191532513097782,1.5254102218339985e-06
209348_s_at,9.190767236693583,1.5271235984346145e-06
226161_at,9.189971609125212,1.5289069955016431e-06
244495_x_at,9.189361662577072,1.530275617723615e-06
205086_s_at,9.189311827731443,1.5303874939560953e-06
215699_x_at,9.187743599877582,1.5339123075604562e-06
206328_at,9.186189312916587,1.5374139025198062e-06
217852_s_at,9.18505258068285,1.539979930083825e-06
238654_at,9.185045531540657,1.5399958561495624e-06
217553_at,9.183902747511821,1.5425799456335364e-06
216091_s_at,9.183820137658817,1.5427669150940374e-06
1569022_a_at,9.183815247484008,1.5427779836623515e-06
241881_at,9.182913578481681,1.5448202239072168e-06
210985_s_at,9.18280730289511,1.545061113748623e-06
226274_at,9.182652398514909,1.545412296333408e-06
1557557_at,9.182482292659204,1.5457980352316225e-06
219940_s_at,9.182470774821475,1.5458241570705027e-06
214985_at,9.181761609735512,1.5474333672200084e-06
226322_at,9.18175282132935,1.5474533201759189e-06
239448_at,9.181112857275473,1.5489069777424846e-06
240809_at,9.180809384853582,1.5495967889684595e-06
236074_at,9.180601128246538,1.55007034893662e-06
1561354_at,9.180599881515437,1.5500731843514635e-06
206799_at,9.179992768231244,1.551454554044915e-06
238937_at,9.179302309822123,1.5530270753380155e-06
224061_at,9.179066258772675,1.5535650526791192e-06
235512_at,9.179016100748717,1.5536793907463485e-06
204948_s_at,9.17814449709046,1.5556676226029115e-06
210250_x_at,9.178083360775384,1.5558071785288814e-06
242886_at,9.177184535562986,1.5578603922748965e-06
203974_at,9.176321457874465,1.5598345303551406e-06
219311_at,9.176063181769054,1.5604257839610346e-06
215156_at,9.176015945676776,1.5605339428334226e-06
203802_x_at,9.175963398618052,1.5606542714184698e-06
242964_at,9.175613331054668,1.5614561382267333e-06
202641_at,9.174843738214266,1.5632204398256592e-06
238819_at,9.174159161458245,1.5647915381384294e-06
232441_at,9.173764837464908,1.565697234617475e-06
240172_at,9.173361534502778,1.5666241036434819e-06
223435_s_at,9.172440786174468,1.568742246970371e-06
225538_at,9.171287049661593,1.5714004658657689e-06
206782_s_at,9.169885125606884,1.5746366531382303e-06
214914_at,9.168618546809876,1.5775662160886695e-06
237413_at,9.168419392615487,1.578027356528646e-06
215648_at,9.168242189110396,1.5784377850787285e-06
229792_at,9.16805469489405,1.5788721661287213e-06
217789_at,9.167885351856356,1.5792645991494328e-06
243298_at,9.165991815423084,1.5836593878663603e-06
200622_x_at,9.165413745133701,1.5850035226469641e-06
200808_s_at,9.165232649648745,1.5854248453711138e-06
223249_at,9.164819598969594,1.5863862416419154e-06
209810_at,9.164224439948205,1.5877725429541612e-06
203334_at,9.16386181799617,1.5886177983080692e-06
219541_at,9.162691200339689,1.5913495674532285e-06
220305_at,9.162509915651704,1.591773041196698e-06
217073_x_at,9.16149419139864,1.5941478448853574e-06
1559477_s_at,9.160961835808243,1.5953939466974646e-06
235606_at,9.1604576759994,1.5965749594965837e-06
225400_at,9.159870581846997,1.597951365299726e-06
229884_s_at,9.159313416053587,1.5992587176646125e-06
213447_at,9.158835822618569,1.6003802212728127e-06
201048_x_at,9.1585400518733,1.601075161184106e-06
242311_x_at,9.158104094782741,1.6021000389315364e-06
209644_x_at,9.157767835258921,1.6028909948120584e-06
205110_s_at,9.157003984150572,1.6046892098670297e-06
222771_s_at,9.156808424770158,1.6051499131938894e-06
1569153_at,9.155521489835113,1.608185048571902e-06
1569201_a_at,9.155461126629582,1.6083275531342132e-06
202368_s_at,9.154724985892644,1.6100664529206737e-06
214661_s_at,9.154664938208743,1.6102083805825585e-06
201073_s_at,9.15465460270873,1.6102328106692008e-06
